sample id,datatype,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,sum_opinion_A,50,51,51,50,50,50,49,47,47,48,47,42,44,49,50,48,49,52,51,49,50,50,49,50,54,55,55,55,54,52,50
0,binned_opinions_home,[0 3 6 9 2],[0 4 6 6 4],[0 5 5 6 4],[1 4 5 6 4],[1 4 6 4 5],[2 3 7 2 6],[2 5 5 3 5],[2 5 5 3 5],[2 4 6 3 5],[3 3 5 5 4],[4 5 4 3 4],[3 6 3 3 5],[2 6 3 2 7],[2 6 2 2 8],[4 4 2 2 8],[3 5 2 2 8],[3 3 4 2 8],[5 1 3 3 8],[5 2 1 5 7],[5 1 2 5 7],[5 1 3 4 7],[5 2 3 3 7],[5 3 1 3 8],[4 3 1 4 8],[5 1 1 5 8],[4 2 2 4 8],[4 2 2 4 8],[3 3 4 3 7],[3 4 3 3 7],[3 4 2 6 5]
0,binned_opinions_wp,[0 4 5 7 4 0 0 0 0 0 0 0 0 0],[ 1  2  4 11  2  0  0  0  0  0  0  0  0  0],[ 1  2  5 10  2  0  0  0  0  0  0  0  0  0],[1 4 3 9 2 1 0 0 0 0 0 0 0 0],[1 3 5 8 2 1 0 0 0 0 0 0 0 0],[1 4 5 6 3 1 0 0 0 0 0 0 0 0],[2 3 6 5 3 1 0 0 0 0 0 0 0 0],[1 5 5 5 3 1 0 0 0 0 0 0 0 0],[1 3 8 4 3 1 0 0 0 0 0 0 0 0],[1 5 5 6 1 2 0 0 0 0 0 0 0 0],[2 6 5 3 3 1 0 0 0 0 0 0 0 0],[4 4 3 3 5 1 0 0 0 0 0 0 0 0],[3 3 4 3 6 1 0 0 0 0 0 0 0 0],[2 4 4 4 4 2 0 0 0 0 0 0 0 0],[3 3 4 4 5 1 0 0 0 0 0 0 0 0],[3 2 5 4 5 1 0 0 0 0 0 0 0 0],[2 2 5 6 3 2 0 0 0 0 0 0 0 0],[3 1 5 6 4 0 1 0 0 0 0 0 0 0],[2 4 4 6 2 1 1 0 0 0 0 0 0 0],[2 4 3 7 2 1 1 0 0 0 0 0 0 0],[2 5 1 8 2 1 1 0 0 0 0 0 0 0],[2 6 0 8 2 1 1 0 0 0 0 0 0 0],[3 4 3 3 5 1 1 0 0 0 0 0 0 0],[3 2 4 3 6 1 1 0 0 0 0 0 0 0],[3 3 1 7 3 1 2 0 0 0 0 0 0 0],[3 3 1 6 5 0 2 0 0 0 0 0 0 0],[4 1 2 6 5 0 2 0 0 0 0 0 0 0],[4 1 3 4 6 1 1 0 0 0 0 0 0 0],[4 2 2 4 7 0 1 0 0 0 0 0 0 0],[4 3 2 3 7 0 1 0 0 0 0 0 0 0]
0,binned_edge_sizes_wp,[ 0  0  0  0  0 20  0  0  0  0  0  0  0  0],[ 0  0  0  0  1 18  1  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  4 13  2  1  0  0  0  0  0  0],[ 0  0  0  0  5 11  3  1  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[0 0 0 1 6 6 6 1 0 0 0 0 0 0],[0 0 0 1 7 5 5 2 0 0 0 0 0 0],[0 0 0 1 7 5 5 2 0 0 0 0 0 0],[0 0 0 1 7 6 3 3 0 0 0 0 0 0],[0 0 0 1 7 6 3 3 0 0 0 0 0 0],[0 0 0 1 7 5 5 2 0 0 0 0 0 0],[0 0 0 1 7 5 5 2 0 0 0 0 0 0],[0 0 0 1 8 4 4 3 0 0 0 0 0 0],[0 0 0 1 8 4 4 3 0 0 0 0 0 0],[0 0 0 2 6 4 6 2 0 0 0 0 0 0],[0 0 0 2 6 4 6 2 0 0 0 0 0 0],[0 0 0 2 6 4 6 2 0 0 0 0 0 0],[0 0 0 2 6 4 6 2 0 0 0 0 0 0]
1,sum_opinion_A,50,51,51,50,50,50,49,47,47,48,47,42,44,49,50,48,49,52,51,49,50,50,49,50,54,55,55,55,54,52,50
1,binned_opinions_home,[0 3 6 9 2],[0 4 6 6 4],[0 5 5 6 4],[1 4 5 6 4],[1 4 6 4 5],[2 3 7 2 6],[2 5 5 3 5],[2 5 5 3 5],[2 4 6 3 5],[3 3 5 5 4],[4 5 4 3 4],[3 6 3 3 5],[2 6 3 2 7],[2 6 2 2 8],[4 4 2 2 8],[3 5 2 2 8],[3 3 4 2 8],[5 1 3 3 8],[5 2 1 5 7],[5 1 2 5 7],[5 1 3 4 7],[5 2 3 3 7],[5 3 1 3 8],[4 3 1 4 8],[5 1 1 5 8],[4 2 2 4 8],[4 2 2 4 8],[3 3 4 3 7],[3 4 3 3 7],[3 4 2 6 5]
1,binned_opinions_wp,[0 4 5 7 4 0 0 0 0 0 0 0 0 0],[ 1  2  4 11  2  0  0  0  0  0  0  0  0  0],[ 1  2  5 10  2  0  0  0  0  0  0  0  0  0],[1 4 3 9 2 1 0 0 0 0 0 0 0 0],[1 3 5 8 2 1 0 0 0 0 0 0 0 0],[1 4 5 6 3 1 0 0 0 0 0 0 0 0],[2 3 6 5 3 1 0 0 0 0 0 0 0 0],[1 5 5 5 3 1 0 0 0 0 0 0 0 0],[1 3 8 4 3 1 0 0 0 0 0 0 0 0],[1 5 5 6 1 2 0 0 0 0 0 0 0 0],[2 6 5 3 3 1 0 0 0 0 0 0 0 0],[4 4 3 3 5 1 0 0 0 0 0 0 0 0],[3 3 4 3 6 1 0 0 0 0 0 0 0 0],[2 4 4 4 4 2 0 0 0 0 0 0 0 0],[3 3 4 4 5 1 0 0 0 0 0 0 0 0],[3 2 5 4 5 1 0 0 0 0 0 0 0 0],[2 2 5 6 3 2 0 0 0 0 0 0 0 0],[3 1 5 6 4 0 1 0 0 0 0 0 0 0],[2 4 4 6 2 1 1 0 0 0 0 0 0 0],[2 4 3 7 2 1 1 0 0 0 0 0 0 0],[2 5 1 8 2 1 1 0 0 0 0 0 0 0],[2 6 0 8 2 1 1 0 0 0 0 0 0 0],[3 4 3 3 5 1 1 0 0 0 0 0 0 0],[3 2 4 3 6 1 1 0 0 0 0 0 0 0],[3 3 1 7 3 1 2 0 0 0 0 0 0 0],[3 3 1 6 5 0 2 0 0 0 0 0 0 0],[4 1 2 6 5 0 2 0 0 0 0 0 0 0],[4 1 3 4 6 1 1 0 0 0 0 0 0 0],[4 2 2 4 7 0 1 0 0 0 0 0 0 0],[4 3 2 3 7 0 1 0 0 0 0 0 0 0]
1,binned_edge_sizes_wp,[ 0  0  0  0  0 20  0  0  0  0  0  0  0  0],[ 0  0  0  0  1 18  1  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  2 16  2  0  0  0  0  0  0  0],[ 0  0  0  0  4 13  2  1  0  0  0  0  0  0],[ 0  0  0  0  5 11  3  1  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[ 0  0  0  0  6 10  2  2  0  0  0  0  0  0],[0 0 0 1 6 6 6 1 0 0 0 0 0 0],[0 0 0 1 7 5 5 2 0 0 0 0 0 0],[0 0 0 1 7 5 5 2 0 0 0 0 0 0],[0 0 0 1 7 6 3 3 0 0 0 0 0 0],[0 0 0 1 7 6 3 3 0 0 0 0 0 0],[0 0 0 1 7 5 5 2 0 0 0 0 0 0],[0 0 0 1 7 5 5 2 0 0 0 0 0 0],[0 0 0 1 8 4 4 3 0 0 0 0 0 0],[0 0 0 1 8 4 4 3 0 0 0 0 0 0],[0 0 0 2 6 4 6 2 0 0 0 0 0 0],[0 0 0 2 6 4 6 2 0 0 0 0 0 0],[0 0 0 2 6 4 6 2 0 0 0 0 0 0],[0 0 0 2 6 4 6 2 0 0 0 0 0 0]
2,sum_opinion_A,50,51,51,50,50,50,49,47,47,48,47,42,44,49,50,48,49,52,51,49,50,50,49,50,54,55,55,55,54,52,50
2,binned_opinions_home,[0 3 6 9 2],[0 4 6 6 4],[0 5 5 6 4],[1 4 5 6 4],[1 4 6 4 5],[2 3 7 2 6],[2 5 5 3 5],[2 5 5 3 5],[2 4 6 3 5],[3 3 5 5 4],[4 5 4 3 4],[3 6 3 3 5],[2 6 3 2 7],[2 6 2 2 8],[4 4 2 2 8],[3 5 2 2 8],[3 3 4 2 8],[5 1 3 3 8],[5 2 1 5 7],[5 1 2 5 7],[5 1 3 4 7],[5 2 3 3 7],[5 3 1 3 8],[4 3 1 4 8],[5 1 1 5 8],[4 2 2 4 8],[4 2 2 4 8],[3 3 4 3 7],[3 4 3 3 7],[3 4 2 6 5]
2,binned_opinions_wp,[0 4 5 7 4 0 0 0 0 0 0 0 0 0],[ 1  2  4 11  2  0  0  0  0  0  0  0  0  0],[ 1  2  5 10  2  0  0  0  0  0  0  0  0  0],[1 4 3 9 2 1 0 0 0 0 0 0 0 0],[1 3 5 8 2 1 0 0 0 0 0 0 0 0],[1 4 5 6 3 1 0 0 0 0 0 0 0 0],[2 3 6 5 3 1 0 0 0 0 0 0 0 0],[1 5 5 5 3 1 0 0 0 0 0 0 0 0],[1 3 8 4 3 1 0 0 0 0 0 0 0 0],[1 5 5 6 1 2 0 0 0 0 0 0 0 0],[2 6 5 3 3 1 0 0 0 0 0 0 0 0],[4 4 3 3 5 1 0 0 0 0 0 0 0 0],[3 3 4 3 6 1 0 0 0 0 0 0 0 0],[2 4 4 4 4 2 0 0 0 0 0 0 0 0],[3 3 4 4 5 1 0 0 0 0 0 0 0 0],[3 2 5 4 5 1 0 0 0 0 0 0 0 0],[2 2 5 6 3 2 0 0 0 0 0 0 0 0],[3 1 5 6 4 0 1 0 0 0 0 0 0 0],[2 4 4 6 2 1 1 0 0 0 0 0 0 0],[2 4 3 7 2 1 1 0 0 0 0 0 0 0],[2 5 1 8 2 1 1 0 0 0 0 0 0 0],[2 6 0 8 2 1 1 0 0 0 0 0 0 0],[3 4 3 3 5 1 1 0 0 0 0 0 0 0],[3 2 4 3 6 1 1 0 0 0 0 0 0 0],[3 3 1 7 3 1 2 0 0 0 0 0 0 0],[3 3 1 6 5 0 2 0 0 0 0 0 0 0],[4 1 2 6 5 0 2 0 0 0 0 0 0 0],[4 1 3 4 6 1 1 0 0 0 0 0 0 0],[4 2 2 4 7 0 1 0 0 0 0 0 0 0],[4 3 2 3 7 0 1 0 0 0 0 0 0 0]
